bango_key,bango_definition_ordinal,skill_name,scope,client_level_bands_json,client_cumulative_max_grades_json,client_incremental_grade_counts_json,client_schedule_format,client_max_grade,schedule_state,legacy_position,legacy_schedule_format,match_method,comparison_classification,verification_status,free_upgrade_status,bango_grade_json_status,notes,provenance,source_file,source_line
archer-2,1,Bow Mastery,archer,[1],[10],[10],1|10,10,client-schedule-resolved,15,1 60|10 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,3854
archer-3,1,Staggering Blow,archer,[5],[10],[10],5|10,10,client-schedule-resolved,15,5|10,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3870
archer-4,1,Passive Attack,archer,[18],[3],[3],18|3,3,client-schedule-resolved,15,18|3,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3896
archer-5,1,Concentration,archer,[15],[10],[10],15|10,10,client-schedule-resolved,15,15 60|10 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,3918
archer-6,1,Flamy Arrow,archer,[30],[5],[5],30|5,5,client-schedule-resolved,16,30|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3933
archer-7,1,Chance Capture,archer,"[30,35,40,45,50]","[1,2,3,4,5]","[1,1,1,1,1]",30 35 40 45 50|1 1 1 1 1,5,client-schedule-resolved,21,30 35 40 45 50|1 1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3957
archer-8,1,Perfect Evasion,archer,[38],[10],[10],38|10,10,client-schedule-resolved,16,38 60|10 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,3978
archer-9,1,Heart Breaker,archer,[26],[5],[5],26|5,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,3993
archer-10,1,Muscle Solidation,archer,[42],[1],[1],42|1,1,client-schedule-resolved,16,42|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4019
archer-11,1,Fatal Blow,archer,"[10,34,47]","[5,10,15]","[5,5,5]",10 34 47|5 5 5,15,client-schedule-resolved,15,10 34 47 60|5 5 5 2,normalized-name-and-class,free-band-omitted,contested,legacy-free-band-omitted-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,Bango reproduces every declared band but omits the legacy level-60 automatic/free band. Client files cannot prove whether the live server still grants it.,bango-file,jobsystem.dat,4037
archer-12,1,Poison Arrow,archer,[43],[5],[5],43|5,5,client-schedule-resolved,16,43|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4054
archer-13,1,Blow-up Arrow,archer,[46],[5],[5],46|5,5,client-schedule-resolved,16,46|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4077
archer-14,1,Arrow of Silence,archer,[25],[1],[1],25|1,1,client-schedule-resolved,21,25|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4102
archer-15,1,Life Extension,archer,"[50,55,60,65,70]","[1,2,3,4,5]","[1,1,1,1,1]",50 55 60 65 70|1 1 1 1 1,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4123
archer-16,1,Focus Shot,archer,"[50,56,60,66,69]","[1,2,3,4,5]","[1,1,1,1,1]",50 56 60 66 69|1 1 1 1 1,5,client-schedule-resolved,17,50 56 60 66 69|1 1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4138
archer-17,1,Range Extension,archer,"[51,58,67]","[1,2,3]","[1,1,1]",51 58 67|1 1 1,3,client-schedule-resolved,17,51 58 67|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4167
archer-18,1,Life Absorption,archer,"[50,57,66]","[1,2,3]","[1,1,1]",50 57 66|1 1 1,3,client-schedule-resolved,18,50 57 66|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4195
archer-19,1,Pain,archer,"[51,56,62,68]","[1,2,3,4]","[1,1,1,1]",51 56 62 68|1 1 1 1,4,client-schedule-resolved,18,51 56 62 68|1 1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4222
archer-20,1,Perfect Evasion 2,archer,"[54,62,68]","[1,2,3]","[1,1,1]",54 62 68|1 1 1,3,client-schedule-resolved,17,54 62 68|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4255
archer-21,1,Mysterious Arrow,archer,"[57,67,70]","[1,2,3]","[1,1,1]",57 67 70|1 1 1,3,client-schedule-resolved,17,57 67 70|1 1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4271
archer-22,1,Speed of Attack Reducer,archer,"[52,61]","[1,2]","[1,1]",52 61|1 1,2,client-schedule-resolved,18,52 61|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4304
archer-23,1,Sight Interruption,archer,"[53,58,69]","[1,2,3]","[1,1,1]",53 58 69|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4326
archer-24,1,Lightning Resistance,archer,"[52,64]","[1,2]","[1,1]",52 64|1 1,2,client-schedule-resolved,17,52 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4351
archer-25,1,Ice Resistance,archer,"[52,64]","[1,2]","[1,1]",52 64|1 1,2,client-schedule-resolved,17,52 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4373
archer-26,1,Fire Resistance,archer,"[52,64]","[1,2]","[1,1]",52 64|1 1,2,client-schedule-resolved,17,52 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4395
archer-27,1,Powerful Arrow of Silence,archer,"[53,63]","[1,2]","[1,1]",53 63|1 1,2,client-schedule-resolved,17,53 63|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4417
archer-28,1,Curse Resistance,archer,"[55,65]","[1,2]","[1,1]",55 65|1 1,2,client-schedule-resolved,17,55 65|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4440
archer-29,1,Non-Attribution Resistance,archer,"[56,65]","[1,2]","[1,1]",56 65|1 1,2,client-schedule-resolved,17,56 65|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4462
archer-30,1,Emergency Escape,archer,[59],[1],[1],59|1,1,client-schedule-resolved,17,59|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4484
archer-31,1,Critical Hit,archer,[61],[1],[1],61|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4505
archer-32,1,Decrease of Target Range,archer,[52],[1],[1],52|1,1,client-schedule-resolved,18,52|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4525
archer-33,1,MP Vaporization,archer,"[53,65]","[1,2]","[1,1]",53 65|1 1,2,client-schedule-resolved,18,53 65|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4546
archer-34,1,Curse of Critical Hit,archer,"[54,67]","[1,2]","[1,1]",54 67|1 1,2,client-schedule-resolved,18,54 67|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4569
archer-35,1,Curse of Strength,archer,"[55,63]","[1,2]","[1,1]",55 63|1 1,2,client-schedule-resolved,18,55 63|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4592
archer-36,1,Curse of Health,archer,"[56,63]","[1,2]","[1,1]",56 63|1 1,2,client-schedule-resolved,18,56 63|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4615
archer-37,1,Curse of Agility,archer,"[56,64]","[1,2]","[1,1]",56 64|1 1,2,client-schedule-resolved,18,56 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4638
archer-38,1,Curse of Intelligence,archer,"[57,64]","[1,2]","[1,1]",57 64|1 1,2,client-schedule-resolved,18,57 64|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4661
archer-39,1,Curse of Wisdom,archer,"[58,66]","[1,2]","[1,1]",58 66|1 1,2,client-schedule-resolved,18,58 66|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4684
archer-40,1,Curse of Defense,archer,"[59,67]","[1,2]","[1,1]",59 67|1 1,2,client-schedule-resolved,18,59 67|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4707
archer-41,1,Poison Cloud,archer,"[59,70]","[1,2]","[1,1]",59 70|1 1,2,client-schedule-resolved,18,59 70|1 1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4731
archer-42,1,Loss of Confidence,archer,[61],[1],[1],61|1,1,client-schedule-resolved,18,61|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4753
archer-43,1,Sight Blockade,archer,[62],[1],[1],62|1,1,client-schedule-resolved,18,62|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4774
archer-44,1,Buff Remover,archer,[63],[1],[1],63|1,1,client-schedule-resolved,18,63|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4795
archer-45,1,Shrewdness,archer,[70],[1],[1],70|1,1,client-schedule-resolved,20,70|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4819
archer-46,1,Arrow Explosion,archer,[70],[6],[6],70|6,6,client-schedule-resolved,20,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4836
archer-47,1,sharpness,archer,[70],[1],[1],70|1,1,client-schedule-resolved,19,70|1,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4862
archer-48,1,Arrow rain,archer,[70],[6],[6],70|6,6,client-schedule-resolved,19,70|6,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4886
archer-70,1,Blessing of Son of the Sky,archer,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4913
archer-71,1,Blessing of Son of the Sky,archer,"[70,75,80,85,90,95,100]","[1,2,3,4,5,6,7]","[1,1,1,1,1,1,1]",70 75 80 85 90 95 100|1 1 1 1 1 1 1,7,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4935
archer-80,1,Artillery,archer,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4957
archer-81,1,Artillery,archer,[50],[1],[1],50|1,1,client-schedule-resolved,,,ambiguous-normalized-name-and-class,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4976
archer-82,1,Mana Circulation,archer,[50],[1],[1],50|1,1,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,4995
archer-85,1,Mystery Skill of Accuracy,archer,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5016
archer-86,1,Mystery skill of Evasion,archer,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5038
archer-87,1,Mystery skill of Defense,archer,[81],[20],[20],81|20,20,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5061
archer-88,1,Walk on the Air,archer,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5083
archer-89,1,Evolution of Mana Circulation,archer,[91],[10],[10],91|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5097
archer-90,1,One Hit Strike,archer,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5118
archer-91,1,Massive Fire,archer,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5140
archer-92,1,Arrows of the Master,archer,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5162
archer-93,1,Spirit of the Arrows,archer,"[91,96,101]","[1,2,3]","[1,1,1]",91 96 101|1 1 1,3,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5184
archer-94,1,Attack of Dark Shadow,archer,[96],[2],[2],96|2,2,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5206
knight-42,1,Provocation of Blow,knight,[75],[5],[5],75|5,5,client-schedule-resolved,13,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5231
knight-43,1,Sword Dance,knight,[75],[5],[5],75|5,5,client-schedule-resolved,12,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5255
mage-72,1,Therapeutic touch,mage,[75],[5],[5],75|5,5,client-schedule-resolved,6,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5276
mage-73,1,Fireball,mage,[75],[5],[5],75|5,5,client-schedule-resolved,5,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5297
mage-74,1,Ice Arrow,mage,[75],[5],[5],75|5,5,client-schedule-resolved,5,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5319
mage-75,1,Thunderbolt,mage,[75],[5],[5],75|5,5,client-schedule-resolved,5,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5341
archer-50,1,Virulent Arrow,archer,[75],[5],[5],75|5,5,client-schedule-resolved,20,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5383
archer-51,1,Combative Spirit,archer,[75],[5],[5],75|5,5,client-schedule-resolved,19,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5403
thief-32,1,Shadow Slash,thief,[75],[5],[5],75|5,5,client-schedule-resolved,27,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5425
thief-36,1,Spin Blade,thief,[75],[5],[5],75|5,5,client-schedule-resolved,26,75|5,normalized-name-and-class,reproduces-legacy,reproduces-legacy,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5449
shaman-13,1,Ghost Blade,shaman,"[1,3,5,7,9,11,13,15,17,19]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",1 3 5 7 9 11 13 15 17 19|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5475
shaman-14,1,Ghost Flash,shaman,"[6,8,10,12,14,16,26,27,29,30]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",6 8 10 12 14 16 26 27 29 30|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5476
shaman-15,1,Soul Shield,shaman,"[11,13,15,17,19,21,23,25,27,29]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",11 13 15 17 19 21 23 25 27 29|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5477
shaman-16,1,Energy Recovery,shaman,"[1,3,5,7,9,11,13,15,17,19]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",1 3 5 7 9 11 13 15 17 19|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5478
shaman-17,1,Increase in Energy,shaman,"[1,3,5,7,9,11,13,15,17,19]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",1 3 5 7 9 11 13 15 17 19|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5479
shaman-18,1,Wave,shaman,[30],[10],[10],30|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5480
shaman-19,1,Ghost Spear,shaman,[35],[10],[10],35|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5481
shaman-20,1,Divine Shield,shaman,[35],[10],[10],35|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5482
shaman-21,1,Hurricane,shaman,[40],[10],[10],40|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5483
shaman-22,1,Pain of Soul,shaman,[41],[10],[10],41|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5484
shaman-23,1,Spell Power,shaman,"[30,32,34,36,38,40,42,44,46,48]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",30 32 34 36 38 40 42 44 46 48|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5485
shaman-24,1,Deep Curse,shaman,"[30,32,34,36,38,40,42,44,46,48]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",30 32 34 36 38 40 42 44 46 48|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,legacy-rule-bango-retention-unverified,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5486
shaman-25,1,Entangling,shaman,"[50,52,54,56,58]","[1,2,3,4,5]","[1,1,1,1,1]",50 52 54 56 58|1 1 1 1 1,5,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5487
shaman-26,1,Spear of Pain,shaman,[52],[10],[10],52|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5488
shaman-27,1,Summoning Soul,shaman,[55],[10],[10],55|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5489
shaman-28,1,Drain Blood,shaman,[60],[10],[10],60|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5490
shaman-29,1,Mental Breakdown,shaman,[58],[10],[10],58|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5491
shaman-54,1,Magical Explosion,shaman,[60],[10],[10],60|10,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5492
shaman-31,1,increase Entangling,shaman,"[50,52,54,56,58,60,62,64,66,68]","[1,2,3,4,5,6,7,8,9,10]","[1,1,1,1,1,1,1,1,1,1]",50 52 54 56 58 60 62 64 66 68|1 1 1 1 1 1 1 1 1 1,10,client-schedule-resolved,,,none,no-legacy-twin,bango-only-inferred,not-applicable-starts-at-50-or-later,advancement-gating-metadata-not-skill-grade-budget,,bango-file,jobsystem.dat,5493
